descriptions,General,User,20182152
,General,DateTime,14/06/2023 17:22:08
,General,Origin,"Software revision: hildspace_em_v2.sdf, hildspace_em_v2.ppc\nVariable description: hildspace_em_v2.sdf\n    Platform / Device: Platform [DS1104 R&D Controller Board, assigned to 'ds1104']\nControlDesk version: 7.3"
,General,Description,
,Recording,StartCondition,None (Immediate Recording)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,2.949777067
,Measurement,StartTimestamp,5248.197013
,Measurement,StopTimestamp,5251.14679
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,1476
trace_types,5,4,4,4,4,4
trace_names,,I_bat [A],I_dyno_LP [A],i_motor_LP [A],speed_motor [rads],u_bat  [V]
trace_units,,,,,,
devices,Platform,Platform,Platform,Platform,Platform,Platform
raster,HostService,HostService,HostService,HostService,HostService,HostService
description,,,,,,
displayidentifier,,,,,,
path,,Model Root/measured signals,Model Root/measured signals,Model Root/measured signals,Model Root/measured signals,Model Root/measured signals
flags,,2,2,2,2,2
min,,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308
max,,1.797693135e+308,1.797693135e+308,1.797693135e+308,1.797693135e+308,1.797693135e+308
minWeak,,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308
maxWeak,,1.797693135e+308,1.797693135e+308,1.797693135e+308,1.797693135e+308,1.797693135e+308
trace_values,0,-0.010732964006079216,0.0073490841647546696,1.3370670087000869,29.711188556565652,-0.521240234375
,0.0019998488614874077,-0.0072141240606338934,0.0092312744002377833,1.3436767343819156,29.681014789530423,-0.51785555752840917
,0.003999697721155826,-0.0063909546254533036,0.0081346861390545703,1.3501299301046037,29.663353209535764,-0.51108620383522729
,0.0059995465835527284,-0.0073493473020682012,0.0071683622121797227,1.3633926114505308,29.550959474207843,-0.52293257279829553
,0.0079993954432211467,-0.0091423926723099968,0.0063168284463127776,1.3839899305293397,30.42724857008734,-0.51447088068181823
,0.0099992443047085544,-0.011440114756087767,0.0055664488538746688,1.4068973861983478,30.214174080796994,-0.51616321910511365
,0.011999093165286467,-0.014939027894876682,0.0049052072738953682,1.424316936223009,30.799180032080294,-0.51616321910511365
,0.013998942026773875,-0.018460140357327282,0.0045535787897620682,1.4339005754217773,31.127419245330866,-0.52293257279829553
,0.015998790887351788,-0.021100850220661136,0.0042408168165645969,1.4394913233651097,31.310483242367642,-0.51447088068181823
,0.017998639747020206,-0.022692367003938098,0.0047250001872364651,1.4481398946437558,31.411514067333666,-0.52293257279829553
,0.019998488609417109,-0.031855630476448314,-0.0031002598107735362,1.455030390470893,31.466237355595322,-0.52631724964488635
,0.021998337469085527,-0.029770285075729156,0.0044563747163036934,1.4786756276687167,31.494864544928582,-0.51447088068181823
,0.023998186330572935,-0.046574930347310133,-0.0031041075402264045,1.4786075393616065,31.508828104999488,-0.521240234375
